Count of elements - 10000
Car:   fuel tank capacity: 356; fuel consumption: 25; max speed: 293; max distance: 14
Truck: fuel tank capacity: 813; fuel consumption: 758; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 207; fuel consumption: 562; max speed: 21; max distance: 0
Truck: fuel tank capacity: 354; fuel consumption: 544; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 217; fuel consumption: 787; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 490; fuel consumption: 528; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 793; fuel consumption: 505; max speed: 161; max distance: 1
Car:   fuel tank capacity: 719; fuel consumption: 394; max speed: 843; max distance: 1
Bus:   fuel tank capacity: 204; fuel consumption: 17; max passengers: 130; max distance: 12
Car:   fuel tank capacity: 266; fuel consumption: 795; max speed: 809; max distance: 0
Car:   fuel tank capacity: 958; fuel consumption: 63; max speed: 81; max distance: 15
Truck: fuel tank capacity: 938; fuel consumption: 297; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 158; fuel consumption: 444; max speed: 144; max distance: 0
Truck: fuel tank capacity: 767; fuel consumption: 957; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 257; fuel consumption: 588; max speed: 353; max distance: 0
Bus:   fuel tank capacity: 993; fuel consumption: 6; max passengers: 272; max distance: 165
Truck: fuel tank capacity: 825; fuel consumption: 204; lifting capacity: 0; max distance: 4
Bus:   fuel tank capacity: 813; fuel consumption: 127; max passengers: 31; max distance: 6
Car:   fuel tank capacity: 740; fuel consumption: 661; max speed: 203; max distance: 1
Bus:   fuel tank capacity: 766; fuel consumption: 831; max passengers: 786; max distance: 0
Truck: fuel tank capacity: 30; fuel consumption: 373; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 593; fuel consumption: 16; lifting capacity: 0; max distance: 37
Truck: fuel tank capacity: 757; fuel consumption: 788; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 219; fuel consumption: 478; max speed: 571; max distance: 0
Truck: fuel tank capacity: 814; fuel consumption: 520; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 975; fuel consumption: 541; max speed: 156; max distance: 1
Truck: fuel tank capacity: 663; fuel consumption: 34; lifting capacity: 0; max distance: 19
Car:   fuel tank capacity: 576; fuel consumption: 370; max speed: 385; max distance: 1
Car:   fuel tank capacity: 407; fuel consumption: 356; max speed: 407; max distance: 1
Bus:   fuel tank capacity: 982; fuel consumption: 473; max passengers: 496; max distance: 2
Truck: fuel tank capacity: 240; fuel consumption: 830; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 810; fuel consumption: 245; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 593; fuel consumption: 180; max speed: 276; max distance: 3
Truck: fuel tank capacity: 564; fuel consumption: 640; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 830; fuel consumption: 461; max passengers: 476; max distance: 1
Car:   fuel tank capacity: 189; fuel consumption: 398; max speed: 613; max distance: 0
Truck: fuel tank capacity: 715; fuel consumption: 674; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 626; fuel consumption: 698; max passengers: 21; max distance: 0
Bus:   fuel tank capacity: 767; fuel consumption: 552; max passengers: 409; max distance: 1
Bus:   fuel tank capacity: 97; fuel consumption: 222; max passengers: 886; max distance: 0
Car:   fuel tank capacity: 616; fuel consumption: 505; max speed: 705; max distance: 1
Car:   fuel tank capacity: 32; fuel consumption: 294; max speed: 622; max distance: 0
Car:   fuel tank capacity: 409; fuel consumption: 230; max speed: 745; max distance: 1
Truck: fuel tank capacity: 555; fuel consumption: 298; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 853; fuel consumption: 554; max speed: 43; max distance: 1
Truck: fuel tank capacity: 469; fuel consumption: 324; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 399; fuel consumption: 416; max speed: 485; max distance: 0
Truck: fuel tank capacity: 763; fuel consumption: 804; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 819; fuel consumption: 28; max speed: 352; max distance: 29
Truck: fuel tank capacity: 237; fuel consumption: 671; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 298; fuel consumption: 897; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 961; fuel consumption: 375; max speed: 862; max distance: 2
Car:   fuel tank capacity: 947; fuel consumption: 514; max speed: 101; max distance: 1
Truck: fuel tank capacity: 663; fuel consumption: 173; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 13; fuel consumption: 48; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 204; fuel consumption: 846; max speed: 784; max distance: 0
Bus:   fuel tank capacity: 930; fuel consumption: 131; max passengers: 880; max distance: 7
Car:   fuel tank capacity: 794; fuel consumption: 280; max speed: 556; max distance: 2
Bus:   fuel tank capacity: 803; fuel consumption: 734; max passengers: 423; max distance: 1
Bus:   fuel tank capacity: 989; fuel consumption: 320; max passengers: 700; max distance: 3
Truck: fuel tank capacity: 934; fuel consumption: 360; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 792; fuel consumption: 794; max passengers: 982; max distance: 0
Truck: fuel tank capacity: 914; fuel consumption: 301; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 855; fuel consumption: 770; max passengers: 549; max distance: 1
Truck: fuel tank capacity: 416; fuel consumption: 270; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 699; fuel consumption: 684; max passengers: 944; max distance: 1
Car:   fuel tank capacity: 437; fuel consumption: 414; max speed: 404; max distance: 1
Bus:   fuel tank capacity: 965; fuel consumption: 126; max passengers: 816; max distance: 7
Truck: fuel tank capacity: 601; fuel consumption: 655; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 315; fuel consumption: 647; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 958; fuel consumption: 143; max speed: 133; max distance: 6
Car:   fuel tank capacity: 907; fuel consumption: 92; max speed: 937; max distance: 9
Car:   fuel tank capacity: 386; fuel consumption: 208; max speed: 572; max distance: 1
Car:   fuel tank capacity: 42; fuel consumption: 124; max speed: 309; max distance: 0
Car:   fuel tank capacity: 512; fuel consumption: 868; max speed: 395; max distance: 0
Truck: fuel tank capacity: 106; fuel consumption: 824; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 603; fuel consumption: 759; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 287; fuel consumption: 468; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 696; fuel consumption: 942; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 731; fuel consumption: 602; max speed: 668; max distance: 1
Truck: fuel tank capacity: 847; fuel consumption: 44; lifting capacity: 0; max distance: 19
Bus:   fuel tank capacity: 421; fuel consumption: 307; max passengers: 29; max distance: 1
Truck: fuel tank capacity: 976; fuel consumption: 251; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 515; fuel consumption: 969; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 858; fuel consumption: 37; max speed: 46; max distance: 23
Truck: fuel tank capacity: 984; fuel consumption: 193; lifting capacity: 0; max distance: 5
Bus:   fuel tank capacity: 284; fuel consumption: 306; max passengers: 200; max distance: 0
Truck: fuel tank capacity: 193; fuel consumption: 218; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 934; fuel consumption: 864; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 720; fuel consumption: 257; max passengers: 412; max distance: 2
Truck: fuel tank capacity: 506; fuel consumption: 39; lifting capacity: 0; max distance: 12
Car:   fuel tank capacity: 805; fuel consumption: 568; max speed: 207; max distance: 1
Car:   fuel tank capacity: 250; fuel consumption: 969; max speed: 599; max distance: 0
Truck: fuel tank capacity: 848; fuel consumption: 396; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 555; fuel consumption: 414; max passengers: 99; max distance: 1
Car:   fuel tank capacity: 949; fuel consumption: 576; max speed: 752; max distance: 1
Bus:   fuel tank capacity: 320; fuel consumption: 622; max passengers: 505; max distance: 0
Truck: fuel tank capacity: 449; fuel consumption: 707; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 653; fuel consumption: 469; max speed: 879; max distance: 1
Car:   fuel tank capacity: 287; fuel consumption: 475; max speed: 783; max distance: 0
Truck: fuel tank capacity: 874; fuel consumption: 349; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 748; fuel consumption: 506; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 17; fuel consumption: 254; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 583; fuel consumption: 667; max passengers: 158; max distance: 0
Car:   fuel tank capacity: 931; fuel consumption: 818; max speed: 944; max distance: 1
Bus:   fuel tank capacity: 831; fuel consumption: 916; max passengers: 203; max distance: 0
Car:   fuel tank capacity: 806; fuel consumption: 796; max speed: 498; max distance: 1
Truck: fuel tank capacity: 153; fuel consumption: 333; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 324; fuel consumption: 140; max passengers: 655; max distance: 2
Bus:   fuel tank capacity: 455; fuel consumption: 280; max passengers: 676; max distance: 1
Car:   fuel tank capacity: 125; fuel consumption: 396; max speed: 963; max distance: 0
Bus:   fuel tank capacity: 219; fuel consumption: 537; max passengers: 479; max distance: 0
Bus:   fuel tank capacity: 647; fuel consumption: 255; max passengers: 833; max distance: 2
Car:   fuel tank capacity: 173; fuel consumption: 817; max speed: 571; max distance: 0
Car:   fuel tank capacity: 801; fuel consumption: 977; max speed: 129; max distance: 0
Bus:   fuel tank capacity: 735; fuel consumption: 129; max passengers: 936; max distance: 5
Bus:   fuel tank capacity: 519; fuel consumption: 517; max passengers: 643; max distance: 1
Bus:   fuel tank capacity: 977; fuel consumption: 847; max passengers: 915; max distance: 1
Truck: fuel tank capacity: 485; fuel consumption: 359; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 387; fuel consumption: 141; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 144; fuel consumption: 745; max speed: 252; max distance: 0
Car:   fuel tank capacity: 30; fuel consumption: 93; max speed: 835; max distance: 0
Truck: fuel tank capacity: 148; fuel consumption: 451; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 191; fuel consumption: 730; max passengers: 586; max distance: 0
Car:   fuel tank capacity: 206; fuel consumption: 750; max speed: 443; max distance: 0
Car:   fuel tank capacity: 508; fuel consumption: 492; max speed: 556; max distance: 1
Truck: fuel tank capacity: 685; fuel consumption: 699; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 16; fuel consumption: 415; max passengers: 595; max distance: 0
Bus:   fuel tank capacity: 576; fuel consumption: 640; max passengers: 953; max distance: 0
Bus:   fuel tank capacity: 615; fuel consumption: 534; max passengers: 305; max distance: 1
Bus:   fuel tank capacity: 232; fuel consumption: 658; max passengers: 143; max distance: 0
Truck: fuel tank capacity: 1; fuel consumption: 228; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 671; fuel consumption: 717; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 439; fuel consumption: 994; max passengers: 691; max distance: 0
Bus:   fuel tank capacity: 66; fuel consumption: 512; max passengers: 814; max distance: 0
Car:   fuel tank capacity: 933; fuel consumption: 206; max speed: 455; max distance: 4
Truck: fuel tank capacity: 618; fuel consumption: 420; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 384; fuel consumption: 153; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 859; fuel consumption: 747; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 158; fuel consumption: 47; max speed: 858; max distance: 3
Truck: fuel tank capacity: 774; fuel consumption: 912; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 622; fuel consumption: 897; max speed: 815; max distance: 0
Car:   fuel tank capacity: 100; fuel consumption: 447; max speed: 800; max distance: 0
Truck: fuel tank capacity: 959; fuel consumption: 280; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 919; fuel consumption: 408; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 811; fuel consumption: 44; max passengers: 238; max distance: 18
Car:   fuel tank capacity: 809; fuel consumption: 710; max speed: 885; max distance: 1
Car:   fuel tank capacity: 617; fuel consumption: 264; max speed: 367; max distance: 2
Car:   fuel tank capacity: 571; fuel consumption: 505; max speed: 568; max distance: 1
Truck: fuel tank capacity: 650; fuel consumption: 376; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 53; fuel consumption: 250; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 43; fuel consumption: 747; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 696; fuel consumption: 853; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 339; fuel consumption: 519; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 563; fuel consumption: 510; max passengers: 231; max distance: 1
Bus:   fuel tank capacity: 807; fuel consumption: 328; max passengers: 99; max distance: 2
Car:   fuel tank capacity: 410; fuel consumption: 91; max speed: 161; max distance: 4
Truck: fuel tank capacity: 895; fuel consumption: 245; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 821; fuel consumption: 150; lifting capacity: 0; max distance: 5
Bus:   fuel tank capacity: 656; fuel consumption: 537; max passengers: 33; max distance: 1
Car:   fuel tank capacity: 961; fuel consumption: 446; max speed: 240; max distance: 2
